x,y
7.731332753907567135e-01,5.744964438743704882e-01
6.757793055817622463e-01,6.074404111842250931e-01
6.383707260985401755e-01,6.686635073707336563e-01
8.151395003116336246e-01,7.266512980171840885e-01
8.615203595505289691e-01,7.640953340250986603e-01
7.596838832465979685e-01,7.801496669478021895e-01
8.223724105617593594e-01,7.731972972998343296e-01
8.752584310901629916e-01,7.353092164757669691e-01
7.067008322395437192e-01,6.739681923462947921e-01
5.650081408354896695e-01,6.139575154082789199e-01
6.580373242108551457e-01,5.746275414582677765e-01
6.089004094415892965e-01,5.689309996097955402e-01
5.019346872130318049e-01,6.073469180665806988e-01
6.912847235497869836e-01,6.734494008838897150e-01
8.581321299846726980e-01,7.328258845007309397e-01
8.757673278592116306e-01,7.691643553734776040e-01
9.138612872481448601e-01,7.835980681491175881e-01
9.571547652544529772e-01,7.744463564132704203e-01
8.878920072566491850e-01,7.323122386115609173e-01
6.432549035449646180e-01,6.669686822233413803e-01
5.147720303829939059e-01,6.058381254853977271e-01
3.921950797744773176e-01,5.677082999212549330e-01
2.539260959277055973e-01,5.650745434693873470e-01
3.371290071682285228e-01,6.089365980802308176e-01
6.779059588032922967e-01,6.790110669291307133e-01
8.622650959907305346e-01,7.385155471839073282e-01
9.090221921051857557e-01,7.732213997388222015e-01
8.119322372573800628e-01,7.861019549638607051e-01
8.536165766254638632e-01,7.746015765732425784e-01
8.581655050213100600e-01,7.282550504044092987e-01
6.243184095681126866e-01,6.599238451479632062e-01
4.454369676943186196e-01,5.987570827557966435e-01
5.395316664570214416e-01,5.622380319189133058e-01
5.115164787464189233e-01,5.629812001119020026e-01
4.926481180671450910e-01,6.121231947170618914e-01
7.521043036210411925e-01,6.849565470440286408e-01
8.854155346070492483e-01,7.436351052827006036e-01
9.420871046311263264e-01,7.765041818050866240e-01
9.681400858917106333e-01,7.878131743534765308e-01
9.787472340191112341e-01,7.737230171438147508e-01
8.327128532485382761e-01,7.234088046419284712e-01
5.731756898963621394e-01,6.530503771385038903e-01
3.583828445124609408e-01,5.925662931154421775e-01
2.163467720127776883e-01,5.580113848840273505e-01
1.357639884017915466e-01,5.625122785773830625e-01
3.839608675600901799e-01,6.165500728594075497e-01
7.325317273448394007e-01,6.910179749586197184e-01
8.371711232854806006e-01,7.482408857691457138e-01
7.360828663072184197e-01,7.791822254501543643e-01
5.720968618603501366e-01,7.888739159892905750e-01
7.885930577650774875e-01,7.719710344507297872e-01
7.790985740471958465e-01,7.180156982023504497e-01
6.342271639600094435e-01,6.464111289180048958e-01
7.134141263144990752e-01,5.871212670364448494e-01
8.646839147396674363e-01,5.548225968792391827e-01
7.403984291019669595e-01,5.634014393495258011e-01
7.034393983562530206e-01,6.218545142216395094e-01
8.303582235679567436e-01,6.970446296892924831e-01
8.159798338329695699e-01,7.524023434710226388e-01
6.032830285704908757e-01,7.813933970642414906e-01
6.961703222840883720e-01,7.894130034350119729e-01
7.721444835253923333e-01,7.695073039003759163e-01
6.422078141154867748e-01,7.122481024707103536e-01
6.122255229404127697e-01,6.400226819103296272e-01
8.112652044774186777e-01,5.822854908009081898e-01
8.250565616634091270e-01,5.524762085683591062e-01
7.463742882265185230e-01,5.653782883039185636e-01
8.423114228508570278e-01,6.277513570982701241e-01
8.987389289043645757e-01,7.029465352397687994e-01
7.218361789174416732e-01,7.561862491803406083e-01
6.303074952319971391e-01,7.832458217374964615e-01
7.000963007150505790e-01,7.895273934833246798e-01
5.943607586533068421e-01,7.664601676217581705e-01
4.531108549950710884e-01,7.062301907817778446e-01
6.564060914591273166e-01,6.338800192417503032e-01
8.139986723711076788e-01,5.779417530542958481e-01
8.224683404664019371e-01,5.508169982979769230e-01
8.995354499032357509e-01,5.682230089009102647e-01
9.462303721107856447e-01,6.340290936527530619e-01
9.122204624084955249e-01,7.086726447839275522e-01
7.231841557889759908e-01,7.596501646153587251e-01
6.348127529961451465e-01,7.848176597578151448e-01
4.677869469012977399e-01,7.892803926134936976e-01
3.075174434510848376e-01,7.629268316077417733e-01
3.125008983898209247e-01,7.000499400525623805e-01
5.987425137536239728e-01,6.279692224729368499e-01
7.881066388769923936e-01,5.740001748506617929e-01
9.044061165280655734e-01,5.497373065456021557e-01
8.657047043160870370e-01,5.717683560737545356e-01
8.547053500143448890e-01,6.405364187842003121e-01
9.104279040634748466e-01,7.141964733122589948e-01
7.593598631804100441e-01,7.628396339585550301e-01
5.083393050054115792e-01,7.861616866151095451e-01
4.784624358955244516e-01,7.887098119044335665e-01
4.852637550115607157e-01,7.589796849983330151e-01
3.870891361126268526e-01,6.937691532814661555e-01
5.872677177221428124e-01,6.222756601707314372e-01
8.263616209440317606e-01,5.703978392796648089e-01
9.210660269521098176e-01,5.491681992456765027e-01
9.595316221671985613e-01,5.758899525884730863e-01
9.452618727130386311e-01,6.471669469349607962e-01
9.517015901708445469e-01,7.195055384888645600e-01
7.202418250096471741e-01,7.657888249136153291e-01
4.601476149029231077e-01,7.873119630229759025e-01
2.759509545092279637e-01,7.878359405956949502e-01
2.328262852060759003e-01,7.546727277769744724e-01
2.019071969728278848e-01,6.874322859870194424e-01
5.575925889780356526e-01,6.167878148485412826e-01
8.108976760195731881e-01,5.670935198198474581e-01
7.971858542329859354e-01,5.490684266965919491e-01
7.415701168892507855e-01,5.804951229667527635e-01
6.779636701376461350e-01,6.538453461957535184e-01
8.549551955662548774e-01,7.245946819816145856e-01
7.048638101508807319e-01,7.685229178775316861e-01
6.645587779202277723e-01,7.882894530978663550e-01
7.193442333589945559e-01,7.866675382521197690e-01
8.044079657053280208e-01,7.500473734359438538e-01
6.152223775757875712e-01,6.810730416411510113e-01
7.383889821032654233e-01,6.114980382592807295e-01
8.228914861262952574e-01,5.640619926183140231e-01
8.069200423481779350e-01,5.494152917192738350e-01
6.950994569366962805e-01,5.855129855575615938e-01
8.382410852429706960e-01,6.605167378394154465e-01
7.924303270217569750e-01,7.294624808232174074e-01
6.618649812423773593e-01,7.710605870852289545e-01
6.334432279869148807e-01,7.891059880898174672e-01
7.549193181799751518e-01,7.852061575610924660e-01
6.228452910494310935e-01,7.451371006747468106e-01
6.383868182545620051e-01,6.747185922825273963e-01
7.849715088401443275e-01,6.064020085931343118e-01
8.634676407731642911e-01,5.612895224004559314e-01
7.832233941249927556e-01,5.501977986093382622e-01
8.691960514843393160e-01,5.908867343427689489e-01
8.939773480592118071e-01,6.671395356210848560e-01
7.570314286737327425e-01,7.341094941990115030e-01
5.817994932435019972e-01,7.734159671312038631e-01
6.345108364881031360e-01,7.897668811150396762e-01
5.228591582316176600e-01,7.834492620285520292e-01
4.334426756863409835e-01,7.399707708601050982e-01
6.086545453007078388e-01,6.683920496090033359e-01
8.192464606604962229e-01,6.014978767189491649e-01
8.765006435003340757e-01,5.587706577134918806e-01
9.409827842774266538e-01,5.514116672197064695e-01
9.575290213094733716e-01,5.965682138288928016e-01
9.466925449963183858e-01,6.736809440510171942e-01
7.291088648672421346e-01,7.385374562311912694e-01
5.478081484962671333e-01,7.756000475663129556e-01
3.505435969607323399e-01,7.902726116462439609e-01
2.364553965198480379e-01,7.813924643666027015e-01
2.140082145371963729e-01,7.345747944211623581e-01
5.530039825123617137e-01,6.621138337285070730e-01
8.074118374707204282e-01,5.967854882017544771e-01
8.617233469000122881e-01,5.565060551565934599e-01
7.719430324108782493e-01,5.530557723948213988e-01
7.068391340464806882e-01,6.025143958484542317e-01
8.677063303940899530e-01,6.801142394233863353e-01
7.150647949565169803e-01,7.427489195477607886e-01
5.680063051193295909e-01,7.776216051628712655e-01
6.438135680775433078e-01,7.906199124926041044e-01
7.479009292408845821e-01,7.790311260563909102e-01
5.708130635109749385e-01,7.289744405653102444e-01
7.104880161231919011e-01,6.559023959486669497e-01
8.648696981980211751e-01,5.922657881812251057e-01
8.886227116200273723e-01,5.545010161225165657e-01
8.016366895448480134e-01,5.551296363950426471e-01
9.004071116089173987e-01,6.086852487365683739e-01
8.469347294496750722e-01,6.864171626768836854e-01
6.153442369839317028e-01,7.467470986865825111e-01
4.803535184892941401e-01,7.794877992641588982e-01
5.684473850406774886e-01,7.908024981703081213e-01
4.395907046944734775e-01,7.763614940113076068e-01
4.826175152389419187e-01,7.231945560157522213e-01
7.531818183590133220e-01,6.497745796804116347e-01
8.919784128574679283e-01,5.879404129207705942e-01
9.373234258151035281e-01,5.527644733169507774e-01
9.579125363185744257e-01,5.576316867842814329e-01
9.740690899469337527e-01,6.150425561409554875e-01
8.295531598507677185e-01,6.925709761918517060e-01
5.598381874372786449e-01,7.505357916890930126e-01
3.629615559716350415e-01,7.812045316371896142e-01
2.405917443797452870e-01,7.908115983225668666e-01
1.560103378858100354e-01,7.733814969998336064e-01
3.970113954773126230e-01,7.172598939998515721e-01
7.419502402569502220e-01,6.437457884502039152e-01
8.439578768887135984e-01,5.838114406830904324e-01
7.699558049315122776e-01,5.513082318275914773e-01
6.195789062028682626e-01,5.605580731535240169e-01
8.143502770415744774e-01,6.215493537085893250e-01
7.788258808240133835e-01,6.985599032785031470e-01
6.231786832768544393e-01,7.541193237185348508e-01
6.684309216319296310e-01,7.827766431813172332e-01
8.251529585642907172e-01,7.906364030371448859e-01
6.878343276066201106e-01,7.700912847727688915e-01
6.827737987311334189e-01,7.111951958249140837e-01
8.288221090590515150e-01,6.378300592540641079e-01
8.560134401284351657e-01,5.798812711798416730e-01
6.838300732742690347e-01,5.501463308576324263e-01
7.816577439292011764e-01,5.639019002708833828e-01
8.252270751407484450e-01,6.281697506980429280e-01
6.658370891208735820e-01,7.043707797227140022e-01
5.580135404976835911e-01,7.575024885439877176e-01
7.348530128348172985e-01,7.842079957367458221e-01
6.978251709060225849e-01,7.902644852518084795e-01
6.204406920938059233e-01,7.664935663030767454e-01
7.747126917889788356e-01,7.050251228988759777e-01
8.935396406548650194e-01,6.320400976528846027e-01
8.185097378442840466e-01,5.761526084880949083e-01
8.264114255158954148e-01,5.492944422263306148e-01
8.878556651090170337e-01,5.676527801991730904e-01
7.681703480685153629e-01,6.348689780071756772e-01
5.323828808205679497e-01,7.099928163204385356e-01
5.644968870663449323e-01,7.606904788151547248e-01
5.652830070582572919e-01,7.855014704311678031e-01
4.617384881201967994e-01,7.896822354690340440e-01
6.061285565702049238e-01,7.625937870999145440e-01
8.315889229322125376e-01,6.987741058425041007e-01
9.144104939851909197e-01,6.263873067159629882e-01
9.472976884005099851e-01,5.726285286389154461e-01
9.670737961739019894e-01,5.487692600958369304e-01
9.517943623435666245e-01,5.717966349455408936e-01
7.121398968453022116e-01,6.416135565603275914e-01
4.700657341152623125e-01,7.154174139753993744e-01
3.061721040634843849e-01,7.636888031229736029e-01
1.978223473030615853e-01,7.866589040978770875e-01
1.877072654548586628e-01,7.888753227771322374e-01
5.602026806615694188e-01,7.584001759360762263e-01
8.135796748550807589e-01,6.924661559782996356e-01
8.281442256685862535e-01,6.208818275157943489e-01
7.067906789507560905e-01,5.693126165868976907e-01
6.435406194329574836e-01,5.485878644959409911e-01
8.404583868328232565e-01,5.763156988519304580e-01
6.951015994549214483e-01,6.483715160665737276e-01
6.148408010002142099e-01,7.206379989798998853e-01
7.363592524480226942e-01,7.665031913883436632e-01
8.374041430145924281e-01,7.876809808517141187e-01
6.522779545728554229e-01,7.878291815792537456e-01
7.624512304095860671e-01,7.539236858915567829e-01
8.653895398357251967e-01,6.861246696232767839e-01
8.055700705638662029e-01,6.155325997022033091e-01
6.444437776843661148e-01,5.662091571796576961e-01
7.945214018830480951e-01,5.487670607091690300e-01
7.464232379078946655e-01,5.811886802017723896e-01
5.742412805759214978e-01,6.551126190578836495e-01
6.003504554366593249e-01,7.256498622037790280e-01
7.823851143757134530e-01,7.691394920822800518e-01
6.992982290588711791e-01,7.885670951735713752e-01
7.276355094342172869e-01,7.865295140124034523e-01
8.696298434232572205e-01,7.491778513826987673e-01
9.156401216013265731e-01,6.797722447529652712e-01
7.691691246095100354e-01,6.103474443275153094e-01
8.052908249662372731e-01,5.633233617768801382e-01
7.911095394391999269e-01,5.493227089424597143e-01
5.847401914834766679e-01,5.863910475351741258e-01
4.166905003223654314e-01,6.618085626853479342e-01
5.868393160046950774e-01,7.304499959582053670e-01
6.057933436687963358e-01,7.716035657430830863e-01
6.333899589119305062e-01,7.893152041076729741e-01
8.279816609374848202e-01,7.849627927078723921e-01
9.063873073250166001e-01,7.441785804355565137e-01
9.363282741735278192e-01,6.734305212523503670e-01
9.396642655563309798e-01,6.053331666501480246e-01
9.253783804539887914e-01,5.606616077941215526e-01
7.072039287059372903e-01,5.502690653640917029e-01
4.836755738178185604e-01,5.918954101784883459e-01
3.345539628165903889e-01,6.684331433971537617e-01
2.679897559035904209e-01,7.350369283435840284e-01
2.706087518868082187e-01,7.739011792366788933e-01
5.982615685122509852e-01,7.899216878943406961e-01
8.302931005708011902e-01,7.831167463611437007e-01
8.589602296183316277e-01,7.389438990806775909e-01
8.078187237306688750e-01,6.671200495058309254e-01
7.902217919778257160e-01,6.004956740254043801e-01
8.848587001741441416e-01,5.582316643746844109e-01
6.873953150969440706e-01,5.516181579302155136e-01
5.616509563687018813e-01,5.976719658941150870e-01
5.920502479939522278e-01,6.749623786292530125e-01
6.291140009458371374e-01,7.394105580061132166e-01
4.927511667271327056e-01,7.760379041351062046e-01
7.056160121732172330e-01,7.903812393389471058e-01
8.648709137001546754e-01,7.809808106713367337e-01
9.175157315242935541e-01,7.334936621508596488e-01
9.191752322709230150e-01,6.608601874359685269e-01
9.591648531336964822e-01,5.958401033591417262e-01
8.752352901829908438e-01,5.560428751507026091e-01
6.266623622096554325e-01,5.533792198124188877e-01
4.297613341414894261e-01,6.036889919547688832e-01
3.477150957584927982e-01,6.813745856269587398e-01
2.317753297088545328e-01,7.435719930864064242e-01
3.511257541658915904e-01,7.780190205720488583e-01
6.941031906378035687e-01,7.906868016498057594e-01
8.575854434512988345e-01,7.785465288083456281e-01
8.797730592798856941e-01,7.278492421376017152e-01
7.732734302424257855e-01,6.546690233967336070e-01
8.484789826000371793e-01,5.913709539367836276e-01
8.418512200342197493e-01,5.541062696896674744e-01
6.257645273656424756e-01,5.555582008208822531e-01
5.006137582318274104e-01,6.099133593603816017e-01
6.151400142840388607e-01,6.876504208645098926e-01
5.502958923026372018e-01,7.475233973676168597e-01
5.351856888539449075e-01,7.798494253475609650e-01
7.682634971870826446e-01,7.908295719903459808e-01
8.989236155361931546e-01,7.758078880793406462e-01
9.198156487982818152e-01,7.220332055079498046e-01
9.535589471428425057e-01,6.485633215426885867e-01
9.701129117607532049e-01,5.870922243253769990e-01
8.093600771277917882e-01,5.524345791418333596e-01
5.387619587358669637e-01,5.581573738162139975e-01
3.900438292269700069e-01,6.163110530445090607e-01
2.608152401094047113e-01,6.937728846916167980e-01
1.729393592180037409e-01,7.512678449242367051e-01
4.343144022505479596e-01,7.815335404943872799e-01
7.617892631495944977e-01,7.907990836210263552e-01
8.677232625755085804e-01,7.727615825292621921e-01
8.033238361560748331e-01,7.160689843724539205e-01
6.598098231685449733e-01,6.425584870921297043e-01
8.453326434835977121e-01,5.830075556270573056e-01
7.675689729664560979e-01,5.510421385570889452e-01
5.786508126254978901e-01,5.611750491454844392e-01
6.053509417203614129e-01,6.228476834449881983e-01
7.733216182164255326e-01,6.997272954626978514e-01
6.187344730259505265e-01,7.548091826874834265e-01
6.696893825931025113e-01,7.830752166741896669e-01
8.448559554880115119e-01,7.905833736367153808e-01
9.032963921679317831e-01,7.694071946517989646e-01
7.761507365068908149e-01,7.099805507589267428e-01
8.687171135782134623e-01,6.366685506092261138e-01
8.709644797023479157e-01,5.791203865083219826e-01
6.585701992992893938e-01,5.499446675244714644e-01
4.701445765283489564e-01,5.646054057379357172e-01
5.992112698907782198e-01,6.294889766443199086e-01
5.095756788817593641e-01,7.055012363018495769e-01
4.697875650368155132e-01,7.581518989438393863e-01
7.200302482879696875e-01,7.844776252524611193e-01
8.775218573888986517e-01,7.901692365692627451e-01
9.193349168115902970e-01,7.657472931290854046e-01
9.591360840306528690e-01,7.037921007833274345e-01
9.731134427982938151e-01,6.309061721945913304e-01
8.662955277161836776e-01,5.754341270060454594e-01
6.008605835941975837e-01,5.491589310355373676e-01
4.158379311891190477e-01,5.684384426376587474e-01
2.590869830985095823e-01,6.362012316310552418e-01
1.655505022569971896e-01,7.110844766186312782e-01
3.403234542864264633e-01,7.613009952979925554e-01
7.036746627202240534e-01,7.857431340761706906e-01
8.563266199536530010e-01,7.895425572929868352e-01
7.968016370590011999e-01,7.617874474400547768e-01
6.456340710499693936e-01,6.975277562346968718e-01
7.895356352960370971e-01,6.252826675039752091e-01
8.092639489648425499e-01,5.719523572820388591e-01
6.148563459406802822e-01,5.487022924786683076e-01
6.290958699497009032e-01,5.726600495022906578e-01
7.930661885492775731e-01,6.429517345386821514e-01
7.104617719822963195e-01,7.164688700977960290e-01
6.494640950627068587e-01,7.642618601517898735e-01
8.201862358888396543e-01,7.868731648733959805e-01
8.802545129179466521e-01,7.886887105215931726e-01
7.404694803477900322e-01,7.575361640239128835e-01
7.829858205120840964e-01,6.912112909188602439e-01
8.519474988690662887e-01,6.198080573271032012e-01
6.897887762792256350e-01,5.686790539700972147e-01
5.253575213801960908e-01,5.485921792276043929e-01
6.649192657493285807e-01,5.772521892520049436e-01
6.680770753069378287e-01,6.497091214633420320e-01
5.657215026784609968e-01,7.216482313613852284e-01
7.326677496535037859e-01,7.670401430246076568e-01
8.831645544195130260e-01,7.878680344616195708e-01
8.805206419623297087e-01,7.875930093736442927e-01
8.769746346508662249e-01,7.530047520627727309e-01
9.321874026559000548e-01,6.848658880789780801e-01
8.363865672748587166e-01,6.144911410347605463e-01
5.787393182991563689e-01,5.656188408969879955e-01
4.804586110400839161e-01,5.488454874953208051e-01
4.475028821193315909e-01,5.821931811324665418e-01
3.285957099714054142e-01,6.564436839380097810e-01
4.552765679735672477e-01,7.266181946715148943e-01
7.590578648138417428e-01,7.696416305625676246e-01
8.943385774253480580e-01,7.887267869283131061e-01
9.428326545437032413e-01,7.862411824263622062e-01
8.992264397198633796e-01,7.482071294213370471e-01
9.465762924551212043e-01,6.785139331976595134e-01
8.114330789025172574e-01,6.093395919988555676e-01
5.481983593527581800e-01,5.627772537305399947e-01
3.468306250928854806e-01,5.494779565415421896e-01
3.531782026058862822e-01,5.874580685668777669e-01
2.609430831779536164e-01,6.631276143009952051e-01
4.664704607377140322e-01,7.313760594345677379e-01
7.727097739709773982e-01,7.720721262596026424e-01
8.451834515550866733e-01,7.894470287856620860e-01
8.786792077606901952e-01,7.846198574862173203e-01
8.078509003234354280e-01,7.431595805338548910e-01
9.120990044333551205e-01,6.721768437538651053e-01
7.804623884492787322e-01,6.043600708924632414e-01
6.218345741672697269e-01,5.601610008808370900e-01
5.010050866504118794e-01,5.505035430071424374e-01
5.677450198517113300e-01,5.930190537940134288e-01
4.168288609806252709e-01,6.697351916420055673e-01
5.722056246737398100e-01,7.359206282995633952e-01
7.853741782253699233e-01,7.743373362455419073e-01
9.057663887886697740e-01,7.900247829355531159e-01
9.430649857603217168e-01,7.827170307983515318e-01
9.524751475496856523e-01,7.378804780033694222e-01
9.602711819909718338e-01,6.658749346516992240e-01
7.830054755007855860e-01,5.995583514381968016e-01
5.151895623103281974e-01,5.577781972142157318e-01
3.331400341290213785e-01,5.519338245787059893e-01
2.403775058082186500e-01,5.988459805796972901e-01
1.864331171719501856e-01,6.762429121242282681e-01
4.766562898846068430e-01,7.402520438387611978e-01
7.817356239887525149e-01,7.764427627426484513e-01
8.384253334902358468e-01,7.904543793947191865e-01
7.674796438969602175e-01,7.805225022139010704e-01
6.659290872802933192e-01,7.323899786390606348e-01
8.567011818560001934e-01,6.596273157723357983e-01
7.464606043700185989e-01,5.949394533244519723e-01
6.191667660189553724e-01,5.556385440666983255e-01
6.699754064663392406e-01,5.537774590650458295e-01
7.944543482340093998e-01,6.049068470150621435e-01
6.083004835700833723e-01,6.826295696605247931e-01
6.911928270721376943e-01,7.443716289580990519e-01
8.344905741770674013e-01,7.783936050470083856e-01
8.570439554589570630e-01,7.907284006805936905e-01
7.292552246825897422e-01,7.780282594963685572e-01
8.555648083520420721e-01,7.267097031208948898e-01
8.473392022131820411e-01,6.534518170035248374e-01
6.657840718466428998e-01,5.905077788276726913e-01
5.562534074747071955e-01,5.537534294155286307e-01
6.897433020517982349e-01,5.560397209828924492e-01
5.683314915926496180e-01,6.111683320353535898e-01
5.334492881654921970e-01,6.888762937985433155e-01
7.399577367780968418e-01,7.482817344568999385e-01
8.801136162905762728e-01,7.801946655743344783e-01
8.584654379448202199e-01,7.908376974401046811e-01
9.239557487034860683e-01,7.752287981178601628e-01
9.585536638905018947e-01,7.208624070420681651e-01
8.387795340924454335e-01,6.473649363998650319e-01
5.852073529468144741e-01,5.862672527922850874e-01
5.216158144304807731e-01,5.521359260250071621e-01
3.749185643936355783e-01,5.587221333757079744e-01
2.439840730505254962e-01,6.175963211682540255e-01
4.176085153750804801e-01,6.949665512545164514e-01
7.414812019929389875e-01,7.519855949845356546e-01
8.871058683346613183e-01,7.818502562647242637e-01
9.094370666332797226e-01,7.907714855470647786e-01
8.002852370231154921e-01,7.721213663706489871e-01
8.956687166831536207e-01,7.148716501964604841e-01
8.118898501106229793e-01,6.413818086005036445e-01
5.617562987936111085e-01,5.822214691736501413e-01
4.196085676197154335e-01,5.508006724582638070e-01
5.460744596863477129e-01,5.618222080094323889e-01
4.395681715739918616e-01,6.241564186558296035e-01
5.372467224695134380e-01,7.008861162188358973e-01
7.974924335788808882e-01,7.554871926173815089e-01
8.953220593046340436e-01,7.833640991747702342e-01
9.447242435289903151e-01,7.905175300158497897e-01
9.608664196601360841e-01,7.687061293315631261e-01
9.726826198317006789e-01,7.087614707993545871e-01
7.712548550848080664e-01,6.355161926738964739e-01
5.302892241708694332e-01,5.783738502219550881e-01
3.356939106527762062e-01,5.497636310809621563e-01
2.232621500234638068e-01,5.653333022610435021e-01
1.521848387537836911e-01,6.308144343143036181e-01
4.783696093970330465e-01,7.066230129695969531e-01
7.807958585924079653e-01,7.587911259456380231e-01
8.400508918459295149e-01,7.847392149899891090e-01
7.464056180400925333e-01,7.900624143984791292e-01
6.038959545228630432e-01,7.649862491358493388e-01
8.320702776047403937e-01,7.025560716417098561e-01
7.378592748072980712e-01,6.297804803821090980e-01
6.131162409535819702e-01,5.747278254917650431e-01
6.931832636778426648e-01,5.490417273159533540e-01
8.433477928739481211e-01,5.692445958535445882e-01
6.680052852469066105e-01,6.375368344786295216e-01
7.249330031832896815e-01,7.121674331244133294e-01
8.513125714289304646e-01,7.619024822363752447e-01
8.438277725496730053e-01,7.859777947888686445e-01
6.501717371448394456e-01,7.893918876620653613e-01
7.848921695830717304e-01,7.609678830307701203e-01
7.858444418042039858e-01,6.962795254956357649e-01
6.138851262424528388e-01,6.241857267552577415e-01
5.574141429783254775e-01,5.712870364634938802e-01
7.612170522046242116e-01,5.486523841040175098e-01
7.040343047916678421e-01,5.735411851543715800e-01
6.798750338827052042e-01,6.442911475334440752e-01
8.328763436172283985e-01,7.175116294833696617e-01
9.169688309499832712e-01,7.648267109222979254e-01
7.969316632080707397e-01,7.870810536437569116e-01
8.118753653525272451e-01,7.884912746677121831e-01
8.398018434584428871e-01,7.566601045193177555e-01
6.653184957153281953e-01,6.899555068554557025e-01
4.463038002626271705e-01,6.187417044664891286e-01
5.614921576754851040e-01,5.680555684933676908e-01
5.860376982335301355e-01,5.486129736028487747e-01
5.527882931859796622e-01,5.782042873580615083e-01
7.480581392985512501e-01,6.510463162785026237e-01
8.840191452459407184e-01,7.226497889654390772e-01
9.362784432944473156e-01,7.675694980295895142e-01
9.486126779105830131e-01,7.880490691439530071e-01
9.644697468253294881e-01,7.873459319180985405e-01
8.317909900422396641e-01,7.520747561696652372e-01
5.753495588361455804e-01,6.836070559254913137e-01
3.713264577502598529e-01,6.134569818953874432e-01
2.638884174985032249e-01,5.650382055601261833e-01
1.866494365529547395e-01,5.489402137835468487e-01
4.057647068430207948e-01,5.832115420532356653e-01
7.404891883406261588e-01,6.577729919220893784e-01
8.486333160082014659e-01,7.275778883476822223e-01
7.991444985947956381e-01,7.701366426586826464e-01
6.789159574265374308e-01,7.888806129666496858e-01
8.421704929560596131e-01,7.859417275757492050e-01
7.916220231885267022e-01,7.472262449381733562e-01
6.206340920679267459e-01,6.772563786085313842e-01
6.281028483832006293e-01,6.083390225101662496e-01
7.671071601250603056e-01,5.622406959166361684e-01
6.213933821156090165e-01,5.496495404094821069e-01
