x,y
9.071066484053800227e-01,8.347607525682997354e-01
3.050595313620736992e-01,4.070516320414111489e-01
8.031097124092430040e-01,8.323446051173496452e-01
5.875038277952833177e-01,4.215683184287574159e-01
9.159502444453765380e-01,8.287023495652634519e-01
2.773634953610246145e-01,4.209366669002877481e-01
7.593103005429884256e-01,8.414462162313655069e-01
6.817026629360112278e-01,4.030588070407527534e-01
8.190444154298668344e-01,8.146317916687836336e-01
5.498561193434964300e-01,4.618019628897244155e-01
9.354761032788315722e-01,8.445007213412516478e-01
2.135699363173911292e-01,3.806163610821028387e-01
6.366139465113979101e-01,8.169875924557578051e-01
8.686770786409254708e-01,4.713054622534477711e-01
4.253051593602562019e-01,8.311769570525072703e-01
9.217285100073366877e-01,4.557759960934673060e-01
2.657492080230418052e-01,8.261446581970283143e-01
7.370900067684711399e-01,4.807490878905699705e-01
7.293085420550561304e-01,8.382673734956228584e-01
7.379597405338927940e-01,4.133775884976634285e-01
7.287244948041559089e-01,8.182323505942934450e-01
7.392780816846329373e-01,4.609220029913830285e-01
7.256198078926698880e-01,8.355802321065100013e-01
7.444373973386030352e-01,4.202193206176892959e-01
7.166948238258131765e-01,8.214399534553364912e-01
7.597903073884760827e-01,4.544950708566933284e-01
6.866277665187491275e-01,8.332204600235437741e-01
8.062040456343746442e-01,4.291632072275733956e-01
5.867886509830529951e-01,8.228382093735776559e-01
9.117207317729463245e-01,4.619310047040539602e-01
2.974239068349805448e-01,8.278124232263111004e-01
7.891348965155398076e-01,4.742654326204782667e-01
6.248386560825653913e-01,8.352561218370750939e-01
8.803401715474278300e-01,4.294216334323334161e-01
3.927364025587981589e-01,8.197617181600406200e-01
8.998401731601807230e-01,4.849385257831262397e-01
3.337584331832449402e-01,8.305693152791774336e-01
8.394380272904261586e-01,4.648127959537294851e-01
5.043673066610039335e-01,8.316483587004467326e-01
9.415383963482735208e-01,4.480871573228704108e-01
2.007287840201399387e-01,8.233785723251253463e-01
6.063540936943353499e-01,4.924644684022665975e-01
9.010453087386405269e-01,8.449404705309166985e-01
3.235915163444623155e-01,3.824232865511540402e-01
8.292691995749342793e-01,8.142401144729357609e-01
5.245063330430566051e-01,4.618636017970493834e-01
9.428728629520819471e-01,8.456846145479079979e-01
1.887343221169140717e-01,3.770202080596935512e-01
5.804088424656848044e-01,8.149502323708638363e-01
9.159707021818986883e-01,4.805217968496345304e-01
2.836769469664514598e-01,8.296577098397091010e-01
7.674693842366391294e-01,4.711048035858828031e-01
6.709173180146983384e-01,8.359218853327655685e-01
8.277749381425723030e-01,4.239642574029559574e-01
5.347227019784772661e-01,8.196702817723670043e-01
9.366525429197770647e-01,4.735085575504360822e-01
2.166010558039527245e-01,8.281924127169058014e-01
6.412153990084834554e-01,4.800753557223659818e-01
8.680645678994510783e-01,8.428273588490684531e-01
4.205756293151002301e-01,3.904800503786869381e-01
9.227441956385088462e-01,8.165961929300068478e-01
2.558217232608772096e-01,4.488330374571237735e-01
7.211360580191330527e-01,8.543546726946061876e-01
7.518534873899385129e-01,3.739040847065234763e-01
7.033428975794803195e-01,7.912372615084569683e-01
7.817461086514835289e-01,5.224818904634703776e-01
6.401837312928226886e-01,8.323861576330909839e-01
8.646667801017213772e-01,4.350300401216802282e-01
4.371458095821317280e-01,8.226105626929797188e-01
9.277955176302898899e-01,4.747684108962928473e-01
2.457560212918019904e-01,8.287229838353523670e-01
7.002947240391672601e-01,4.764278333182948022e-01
7.908788914227162792e-01,8.396912455469333070e-01
6.151981063655178605e-01,4.047250938041538348e-01
8.945919836750969578e-01,8.183308117421121963e-01
3.436877887099609175e-01,4.471220116167448633e-01
8.540792643770269699e-01,8.498466766602802425e-01
4.590691947565435638e-01,3.740419174606233188e-01
9.401995204549876695e-01,8.022998528651282824e-01
1.985662135880579826e-01,4.797196026595362817e-01
6.028180330538854825e-01,8.640348586845879586e-01
8.994110020198897715e-01,3.590895964184985800e-01
3.373298528941831576e-01,7.732079901957764623e-01
8.442294855623861949e-01,5.876682655672108568e-01
4.898004952735058315e-01,7.984872754914147386e-01
9.417826971325642393e-01,5.240587659934641263e-01
1.984755947923868558e-01,8.236191674167222532e-01
6.012461595612325072e-01,4.921003902682317688e-01
9.051295482662382597e-01,8.451942396045643013e-01
3.110059810562460503e-01,3.814422512743425586e-01
8.118961746217766562e-01,8.139411286024754721e-01
5.671222360003548291e-01,4.639598183333455417e-01
9.276170620586374760e-01,8.441416756102684271e-01
2.394850588762726940e-01,3.821787527694635589e-01
6.902709466927782200e-01,8.172609278428172308e-01
8.011458445224673985e-01,4.662961153893934174e-01
5.979110613388060047e-01,8.336670490514239695e-01
9.036018364545020942e-01,4.354861763104486694e-01
3.231309967468095068e-01,8.210822720688700782e-01
8.258196089555518427e-01,4.876398976723474443e-01
5.385439614040569145e-01,8.341950385858845074e-01
9.353695655360005912e-01,4.391727965796616839e-01
2.215069199803385847e-01,8.209712928410178856e-01
6.516410801990275559e-01,4.962359198549304851e-01
8.561515804081174519e-01,8.426136398675326822e-01
4.535648967477203253e-01,3.920151282739195442e-01
9.382502824830284416e-01,8.164070060561463560e-01
2.048395395524077178e-01,4.480037124097199785e-01
6.171097723524325840e-01,8.563604638521234991e-01
8.873147764163451523e-01,3.776784282209070254e-01
3.732492100824327252e-01,7.891190507618117689e-01
8.830593403228793603e-01,5.529818044672767385e-01
3.826427438580533025e-01,8.163436746375264397e-01
8.914162831652781005e-01,4.935065799494467442e-01
3.590161184133765504e-01,8.308604441145502895e-01
8.685036256727375337e-01,4.620305536622067444e-01
4.259537916704341787e-01,8.298266029040840541e-01
9.220958485629354717e-01,4.589036632650315695e-01
2.645102963228144755e-01,8.267735025956803874e-01
7.348956758724505267e-01,4.793977625883844018e-01
7.332851346794310166e-01,8.382836830728108701e-01
7.309025552940465742e-01,4.130044278392678292e-01
7.413619180098733885e-01,8.183245973199463341e-01
7.164953193709859836e-01,4.596756082914517094e-01
7.653060429883313809e-01,8.363732598396907969e-01
6.697266433057365020e-01,4.149774542319531467e-01
8.349744637488291099e-01,8.219069377418887212e-01
5.098845867256510678e-01,4.436886015584917131e-01
9.451041212071890074e-01,8.412785944954126460e-01
1.812509035458086670e-01,3.878416366132244053e-01
5.625103183952425701e-01,8.239420906215166873e-01
9.258818298029815042e-01,4.613677339596884419e-01
2.522302947313110888e-01,8.270592178990019416e-01
7.125464701682363566e-01,4.797519989264348306e-01
7.714942806044635670e-01,8.393805052447185222e-01
6.569537060955022989e-01,4.071153284047199228e-01
8.510399112668939337e-01,8.180579398588524453e-01
4.678057275204056675e-01,4.513170184697335441e-01
9.418388357907849784e-01,8.455920169658757146e-01
1.922298560945035761e-01,3.773404122517903803e-01
5.886039245145660015e-01,8.150875800524570725e-01
9.105722343615056946e-01,4.795429842942068310e-01
3.007025028776999509e-01,8.298694341113291850e-01
7.940750527170102879e-01,4.691971659468525124e-01
6.139239255183746025e-01,8.344213725216379496e-01
8.904356640479402785e-01,4.323410851471122252e-01
3.630285320849234720e-01,8.204807572184362741e-01
8.727503460153800408e-01,4.857365023947484151e-01
4.135387482618285149e-01,8.318952641724955965e-01
9.147124988772837861e-01,4.550572750464591532e-01
2.881265329010429532e-01,8.263058724391229015e-01
7.746549960471420526e-01,4.785276070269345317e-01
6.559317299255108535e-01,8.363168970370460364e-01
8.466327875084737054e-01,4.242616277818607173e-01
4.862298242803633763e-01,8.190035659519291356e-01
9.413149733913153128e-01,4.790061411890564891e-01
2.008982451294130389e-01,8.283678373180262122e-01
6.067165799898973644e-01,4.809692074689042585e-01
9.008877320572676872e-01,8.445512020111358709e-01
3.240813835470044979e-01,3.834110604757798857e-01
8.299149057250784223e-01,8.149989284375406262e-01
5.228657937483623952e-01,4.600768869051757304e-01
9.432020214766387856e-01,8.453656609771675878e-01
1.876264669978677246e-01,3.777939007302544283e-01
5.777888656461627193e-01,8.156414290697197034e-01
9.175804203281120452e-01,4.791698552842669767e-01
2.785875141782635511e-01,8.295136800268958499e-01
7.590888991825983645e-01,4.718633559534080035e-01
6.877534561086219300e-01,8.364105288727559095e-01
8.045399462940598934e-01,4.213734230266465985e-01
5.907903651999701911e-01,8.194613397639264329e-01
9.089944191463252832e-01,4.693925969681914667e-01
3.058160423865540767e-01,8.290536289755008337e-01
8.016410863064118431e-01,4.706791924292372808e-01
5.967017736147577356e-01,8.342594379398142745e-01
9.045092327976178570e-01,4.341667898912043855e-01
3.203605088090199504e-01,8.205601725606292973e-01
8.221151806898552294e-01,4.890566077486544483e-01
5.476776621738020934e-01,8.343747614364309673e-01
9.322226256382284415e-01,4.379804743281216495e-01
2.319317810131751867e-01,8.207079937483794385e-01
6.731228685494443642e-01,4.959775129424317530e-01
8.294311189388482441e-01,8.415579879677679287e-01
5.236452362516131886e-01,3.968820546327321841e-01
9.437189227046568485e-01,8.170008729750979359e-01
1.864109833346547229e-01,4.461846444963079028e-01
5.746518544154871622e-01,8.565463044591012931e-01
9.189786639578465532e-01,3.808399724929369401e-01
2.759364645807060312e-01,7.903047265454756776e-01
7.548615441188581965e-01,5.582236908903098760e-01
6.947456227061511447e-01,8.209968466399649722e-01
7.944740619506416301e-01,4.573251890193290592e-01
6.132164419744501327e-01,8.322927117219209858e-01
8.910842301059871406e-01,4.374978805413848870e-01
3.610049256160431930e-01,8.223424515156113612e-01
8.706480098177874494e-01,4.816467362741393421e-01
4.195693052613842511e-01,8.318865747499003538e-01
9.184367512621998131e-01,4.545761480303168178e-01
2.763106149219516916e-01,8.260284137930021808e-01
7.552948158337745577e-01,4.801451150028515635e-01
6.950802943077254437e-01,8.373551307751684325e-01
7.937453983218969444e-01,4.184674000149125606e-01
6.154687042037069178e-01,8.185178656778944184e-01
8.892590751250368797e-01,4.695350793383601951e-01
3.658632486368195158e-01,8.299977770926608711e-01
8.755545476864136090e-01,4.634885665898128559e-01
4.059271800602351488e-01,8.297532510783303117e-01
9.096347693374854382e-01,4.607378371758467095e-01
3.039754887244452974e-01,8.276943733718434837e-01
7.989507096876800052e-01,4.739975116455041326e-01
6.028141851070959456e-01,8.347634822658730469e-01
8.997669793285171247e-01,4.324462114623664477e-01
3.349261600783101089e-01,8.201176176487888769e-01
8.409588071294978873e-01,4.888686035988552003e-01
5.000165818406423490e-01,8.334544862770064677e-01
9.416651776882021263e-01,4.441542632012843717e-01
2.003762170434972845e-01,8.222599275670890995e-01
6.055620103357242101e-01,4.950437534243551929e-01
9.016597216901899303e-01,8.449360556168054037e-01
3.217070821176157835e-01,3.823824304989747458e-01
8.267439119259670788e-01,8.142798621094636813e-01
5.308419625013418575e-01,4.619784970933062951e-01
9.414805872858414970e-01,8.454165214054638611e-01
1.934417211275650528e-01,3.778116692831235968e-01
5.914219914967633329e-01,8.154365874713608298e-01
9.085943313788769071e-01,4.785224444453149983e-01
3.068968993779729315e-01,8.299072230798262284e-01
8.032086125439136248e-01,4.685946892056939150e-01
5.931176558576936042e-01,8.339100435724604576e-01
9.071584528319610596e-01,4.353036127810430700e-01
3.121457912547859759e-01,8.208613859945902425e-01
8.107764572386606527e-01,4.890450557375286555e-01
5.750582514250912602e-01,8.349293404146258535e-01
9.189891236621826609e-01,4.343648785967489934e-01
2.749193021780004798e-01,8.200044480212060893e-01
7.529782809655974907e-01,4.940465312999665071e-01
6.993674334097210732e-01,8.376753159510055280e-01
7.872431239684108961e-01,4.173295499161269739e-01
6.298964770128926416e-01,8.182256065302242476e-01
8.755742914475257432e-01,4.690238790241356148e-01
4.057737110830477167e-01,8.305751546976574140e-01
9.095208333552673441e-01,4.588176785526649204e-01
3.043661260353210385e-01,8.273336336651944123e-01
7.995278252984260314e-01,4.748031896486509806e-01
6.014833438802923427e-01,8.348160864519592606e-01
9.008217380524388140e-01,4.324308617650611808e-01
3.317084879479096915e-01,8.200661284053853972e-01
8.369358165812272876e-01,4.892495675194911686e-01
5.104127611919391239e-01,8.336484500747932680e-01
9.410778865912454716e-01,4.428250104428032019e-01
2.023764757496162858e-01,8.218852894962445088e-01
6.100702987213946216e-01,4.957314865848458374e-01
8.979125903675266862e-01,8.446931236656445297e-01
3.331599558078933709e-01,3.833072176680466514e-01
8.416706663711257530e-01,8.145695193607823681e-01
4.926804064144212902e-01,4.601011341953425982e-01
9.452627532132774624e-01,8.467600003975470635e-01
1.806078924978082589e-01,3.741101885063597421e-01
5.610056452740100896e-01,8.127744184965259855e-01
9.267381619876491339e-01,4.870054672584747668e-01
2.489727251608300496e-01,8.292763422553974806e-01
7.064148238730606488e-01,4.748730974238990488e-01
7.813839499351473705e-01,8.392444961363830780e-01
6.360122327447514934e-01,4.066188835088627163e-01
8.745302639868596239e-01,8.186184263923753646e-01
4.026447773893978010e-01,4.480973854176196203e-01
9.103749689556671632e-01,8.475290078982702369e-01
2.946196785625253556e-01,3.751256409169125838e-01
7.875015216367604598e-01,8.093704409778084141e-01
6.231553161381232497e-01,4.762767104884032543e-01
8.864286315244194192e-01,8.433507829622586272e-01
3.676056627962994150e-01,3.876288113935856261e-01
8.805427190876672361e-01,8.165550512860076937e-01
3.853312759047033409e-01,4.523739877541805288e-01
8.965478411968071937e-01,8.496297857627219674e-01
3.372146016353353426e-01,3.709831701520884262e-01
8.468014546624531569e-01,8.042312074623576557e-01
4.793487708399430947e-01,4.829493877845792427e-01
9.437493776816305857e-01,8.508323486395336088e-01
1.856692112764298519e-01,3.639110710642446400e-01
5.731940483588043866e-01,8.034226038199903108e-01
9.204316577858950854e-01,5.067198267361850972e-01
2.689734208962198947e-01,8.282018567346479676e-01
7.427262493089280548e-01,4.757159656659015190e-01
7.190525433080882101e-01,8.376033263760702674e-01
7.556151203847004671e-01,4.158558988579413862e-01
6.954269187751526138e-01,8.187964953426594139e-01
7.934833513113888070e-01,4.623494685643280699e-01
6.153592533956674382e-01,8.333518706097938766e-01
8.891743063944914649e-01,4.347867777718966154e-01
3.667327404898959586e-01,8.214552016077157903e-01
8.764862923166274467e-01,4.832074850301720237e-01
4.029101777117050642e-01,8.316605663460846509e-01
9.074778622188572896e-01,4.564959899002486443e-01
3.107696087453664657e-01,8.269499033657267129e-01
8.087892463389296793e-01,4.751640726198985143e-01
5.799808132690242868e-01,8.344103592709376516e-01
9.160128241581355635e-01,4.351997907659826414e-01
2.843736827284427671e-01,8.204384061500387126e-01
7.686538851194668620e-01,4.922861884232060392e-01
6.681673882123789765e-01,8.369519707561368094e-01
8.313504920117559260e-01,4.216993916765111594e-01
5.257744355505292733e-01,8.184835519014680427e-01
9.388688236436283363e-01,4.769550223379486198e-01
2.091418273928326299e-01,8.283614314406093637e-01
6.250608885546884430e-01,4.803011938466359432e-01
8.845627919648717530e-01,8.436201005264970521e-01
3.730988453079066014e-01,3.871147976516197686e-01
8.859165266835823394e-01,8.159560504171359252e-01
3.696026718411835055e-01,4.533143147056147293e-01
8.820359162363783367e-01,8.506169455701726445e-01
3.803790291415938829e-01,3.697096814814315180e-01
8.928125324632678605e-01,8.015225341805393144e-01
3.493414072198557929e-01,4.852336284778989151e-01
8.603573120296679200e-01,8.572856200919629632e-01
4.417904700987795863e-01,3.544572546898543397e-01
9.339923556453927356e-01,7.852009987886158227e-01
2.196049793069054790e-01,5.169741929635465194e-01
6.489682008690131898e-01,8.626385580115307761e-01
8.544757056335677836e-01,3.587439675523133586e-01
4.663877415428989703e-01,7.745097660583785126e-01
9.384823838974718502e-01,5.751331731255214796e-01
2.085911092165751712e-01,8.012672868989806352e-01
6.239645171719567784e-01,5.406193532405240143e-01
8.848580883584590273e-01,8.354925091262713766e-01
3.723743108460100260e-01,4.071274866742269904e-01
8.850723208327471170e-01,8.296510552122611237e-01
3.718473456698698776e-01,4.212255177992444977e-01
8.844595775004990834e-01,8.376178742668034527e-01
3.735083833953058430e-01,4.019656832963888760e-01
8.861967584782095564e-01,8.263486993647537471e-01
3.685916914405146239e-01,4.290070886052946841e-01
8.812184855092534130e-01,8.415471780180626693e-01
3.829236333689650662e-01,3.925506451878760239e-01
8.949075342438733704e-01,8.195595345929367337e-01
3.427139496648386463e-01,4.442429632507477466e-01
8.529472085949378890e-01,8.488942089306512617e-01
4.621461792731611506e-01,3.765487138213119422e-01
9.410745243861904363e-01,8.042571748526226028e-01
1.955850841963122366e-01,4.753099065965910031e-01
5.960006537756672440e-01,8.635700446969546418e-01
9.046849567792395463e-01,3.608900479746437462e-01
3.211444899259430774e-01,7.746202946208610163e-01
8.234653839733199199e-01,5.861664242980000328e-01
5.427527972166358294e-01,8.007449396672574604e-01
9.343622225373529044e-01,5.149730288397349476e-01
2.234285197276922597e-01,8.260981950484269642e-01
6.556397440025533152e-01,4.843524954646145630e-01
8.515986114072463531e-01,8.423869699930109922e-01
4.658904710564133467e-01,3.929615123351567485e-01
9.419173116521597500e-01,8.165919651455945116e-01
1.925112985455522396e-01,4.472771357657080449e-01
5.889905361715386256e-01,8.566604583326643541e-01
9.098153029398214908e-01,3.793201208497369303e-01
3.048931613968594578e-01,7.895161586227652517e-01
8.005322602635666085e-01,5.575595708794724992e-01
5.978584815851584189e-01,8.187696929498256004e-01
9.038199587031207072e-01,4.703997494588655903e-01
3.218287419788403159e-01,8.294177198746702784e-01
8.240304014703532243e-01,4.685008342777841617e-01
5.432951572960722508e-01,8.329214158999036499e-01
9.338265681145596631e-01,4.418194407565513293e-01
2.265674787904247978e-01,8.218943056326200036e-01
6.621674036977179822e-01,4.937227439385880046e-01
8.435280439261705343e-01,8.421693754471553106e-01
4.873483658192751533e-01,3.941810661788164860e-01
9.455496874109341476e-01,8.165978865134033704e-01
1.802021314558082954e-01,4.469668362600436318e-01
5.597605409117667463e-01,8.571017547446464491e-01
9.268335406126997356e-01,3.806970044688015586e-01
2.506330336594526642e-01,7.898995081452430123e-01
7.097417429725757509e-01,5.610564721187565329e-01
7.748678207997863332e-01,8.221318554006791235e-01
6.501603177532626621e-01,4.481043851559648461e-01
8.584903463057161899e-01,8.364399891158951217e-01
4.472802389829079184e-01,4.070209024409319754e-01
9.357973337032461369e-01,8.265368653083726702e-01
2.128371790658776519e-01,4.244607651047343500e-01
6.348357336006165141e-01,8.459942807831291045e-01
8.701720867913997903e-01,4.023011118424899557e-01
4.222945554496919107e-01,8.065851255837043210e-01
9.202427526306939942e-01,5.119578119938145155e-01
2.694824003504344700e-01,8.273869909491246011e-01
7.436148931100561299e-01,4.775655303165028398e-01
7.173742818333213034e-01,8.377259469171355333e-01
7.584247410794453526e-01,4.156978417719526808e-01
6.899177715922186760e-01,8.185984586120086393e-01
8.016433996392057226e-01,4.632560151557404970e-01
5.968154633877341686e-01,8.331379658329010063e-01
9.044371185633799382e-01,4.368438729080612037e-01
3.205343888134715713e-01,8.215297812701106706e-01
8.223433877988645113e-01,4.868322445142338473e-01
5.471531477560619416e-01,8.343588080297786869e-01
9.324205655320112474e-01,4.380624514080208032e-01
2.312781583453031586e-01,8.207272463924362160e-01
6.718002471863013803e-01,4.959874883703938031e-01
8.311776749077869342e-01,8.416231973976237013e-01
5.192303527949261310e-01,3.965737272632434141e-01
9.444764730929323671e-01,8.169692097456278113e-01
1.838423625371759240e-01,4.461960004717054895e-01
5.685279289032897365e-01,8.566649810335217330e-01
9.224141479002383459e-01,3.810615228221549966e-01
2.649219622866877955e-01,7.903380812759969176e-01
7.358180431952319189e-01,5.590255034272507695e-01
7.304546108730112230e-01,8.216718596052516865e-01
7.361806748745369777e-01,4.528258517360214119e-01
7.313637846774382334e-01,8.338749349613224782e-01
7.343917181633622393e-01,4.238597544779078574e-01
7.350044034673958171e-01,8.235814112062910253e-01
7.280304160565367333e-01,4.479991497410565904e-01
7.458849513941354648e-01,8.329199897653186691e-01
7.078289948544075338e-01,4.249487328431796884e-01
7.798511931230045491e-01,8.252064721002403402e-01
6.395258118521929269e-01,4.404888015803848367e-01
8.703896025736985731e-01,8.344340645750646379e-01
4.141582060833421397e-01,4.109102241973604519e-01
9.185948715589483671e-01,8.302023573345356233e-01
2.689052747612074024e-01,4.171204484571391924e-01
7.448185484978485649e-01,8.397418408961013769e-01
7.097336316023621361e-01,4.084686555009338638e-01
7.770467754992733678e-01,8.166866511832352460e-01
6.456392453268252618e-01,4.605231044786942673e-01
8.634523630457807686e-01,8.398123325568805919e-01
4.335262843652398224e-01,3.983327309417593609e-01
9.297549773171694953e-01,8.215544115292137128e-01
2.329036199251293127e-01,4.367252311657370822e-01
6.768718925083979654e-01,8.508155739762832681e-01
8.196042048792324675e-01,3.866602009216236202e-01
5.555038119186554990e-01,7.983484821535753451e-01
9.294237295759786299e-01,5.191100786807237855e-01
2.396125253050574722e-01,8.254744945860661431e-01
6.883978989191108511e-01,4.844528339865384892e-01
8.084537541340500733e-01,8.408043683971503368e-01
5.748588409678619948e-01,4.005081938726695601e-01
9.241006714074481154e-01,8.173312641845483784e-01
2.514208305447516723e-01,4.470234036991032611e-01
7.129440868405484411e-01,8.539380813122043890e-01
7.655120982306610200e-01,3.756664105296739220e-01
6.763610939907896968e-01,7.921363366370501868e-01
8.210923012154589529e-01,5.227202429332250544e-01
5.496349582373728504e-01,8.302731102474988356e-01
9.315112669734120221e-01,4.475841416384025440e-01
2.340939071879068467e-01,8.236910551872796971e-01
6.774605881120543405e-01,4.890022470286571332e-01
8.237038157371074920e-01,8.414486980175196473e-01
5.379581007074186738e-01,3.976343028470872842e-01
9.402466819578899626e-01,8.169333647288197220e-01
1.981324865839207972e-01,4.466244595691446495e-01
6.019590002123016426e-01,8.561795994186358616e-01
9.001888763343256494e-01,3.794378237861091296e-01
3.345943662167701893e-01,7.899700950097214847e-01
8.407493191231190099e-01,5.542787496731877983e-01
4.994614361372540778e-01,8.180874125294892441e-01
9.418268355271139924e-01,4.800110815712518852e-01
1.991566337912830109e-01,8.283928191927509843e-01
6.027748237246436380e-01,4.810555545265001176e-01
9.040625117701704960e-01,8.447470602418084562e-01
3.143131660296736851e-01,3.826527106819405666e-01
8.165720631226051074e-01,8.147763694155349956e-01
5.558656172119857963e-01,4.616730683057922446e-01
9.330077609901116231e-01,8.441958435677813233e-01
2.217634344279686420e-01,3.815881470628883498e-01
6.541283256383931821e-01,8.174629859910325091e-01
8.490344312104871616e-01,4.687878144100337541e-01
4.791045302450517296e-01,8.317885986108383145e-01
9.403705677901234017e-01,4.498557718314326603e-01
2.046196769403608728e-01,8.238963345767464919e-01
6.150800580106273729e-01,4.909605353857748322e-01
8.936354042517082874e-01,8.445160048196075353e-01
3.461006523471777951e-01,3.841115883445757606e-01
8.573381395837323948e-01,8.147004390239233063e-01
4.508064500213638803e-01,4.585253420024427151e-01
9.366698560004387275e-01,8.483088664366544851e-01
2.095221531947310256e-01,3.709247330887329719e-01
6.278116189834250793e-01,8.089168192762546949e-01
8.777669746421208341e-01,4.902116578955715287e-01
3.991041968273033036e-01,8.316354988674339310e-01
9.046779558715470904e-01,4.568717138354627116e-01
3.194294223568157620e-01,8.271576514469646257e-01
8.208138428445111989e-01,4.739656997689999374e-01
5.511174651614040298e-01,8.337239924997993379e-01
9.308810210029812016e-01,4.392510535659052695e-01
2.363200644254269955e-01,8.211944323530097067e-01
6.819156935632889605e-01,4.945130060730509869e-01
8.175010620642251258e-01,8.411730071905225703e-01
5.531804906995781979e-01,3.988374444002135699e-01
9.348403926899643279e-01,8.171185713855528832e-01
2.161950560409364730e-01,4.466377962735177398e-01
6.419968467127855627e-01,8.553775749075515078e-01
8.623972088729879859e-01,3.780587568009489141e-01
4.444186630709555663e-01,7.903524845592316828e-01
9.312357690528316745e-01,5.448092820317216312e-01
2.331887858449699369e-01,8.172378597793125143e-01
6.756733347188812466e-01,5.037034207023962651e-01
8.259209625817361955e-01,8.409180993653242453e-01
5.324563616476147843e-01,3.987587847299508548e-01
9.417505884028304353e-01,8.178935919880190308e-01
1.930493516237494489e-01,4.442776474547801002e-01
5.902535877176763313e-01,8.555558168156848220e-01
9.089464038281694913e-01,3.820307249130407978e-01
3.075538783535977649e-01,7.915668301179430433e-01
8.043960740288041977e-01,5.531157976545271193e-01
5.890050309179006849e-01,8.206330745266705584e-01
9.102296568022768541e-01,4.668448093751272898e-01
3.020054691712183437e-01,8.286589676094545664e-01
7.960278390892677747e-01,4.719155365050232143e-01
6.094834121445916741e-01,8.346736297100230129e-01
8.942764587304187218e-01,4.321054923322368846e-01
3.515466461561846390e-01,8.202239984518484572e-01
8.604871466685357628e-01,4.872633682790307730e-01
4.478005876208243086e-01,8.325038371987630859e-01
9.321899269697371260e-01,4.507646231189246788e-01
2.318011298762789885e-01,8.244957477112475619e-01
6.728412101266126877e-01,4.873468794208487553e-01
8.299203398294597855e-01,8.416489384785378336e-01
5.224097321331079291e-01,3.966158526237876791e-01
9.439477352151662837e-01,8.168714151166339699e-01
1.856378734646063899e-01,4.464653797608011399e-01
5.728129052470644078e-01,8.566810671580203929e-01
9.200391077330527523e-01,3.806533600636610726e-01
2.725508427493480990e-01,7.901257306008147019e-01
7.491071586156151652e-01,5.588597681763827207e-01
7.058204523404641995e-01,8.210097616154595768e-01
7.774344676874062054e-01,4.563860171846143565e-01
6.504182369216233717e-01,8.328613497274377497e-01
8.531883809914856398e-01,4.330408054327108403e-01
4.685909689501222553e-01,8.223610935511113107e-01
9.385441768872495594e-01,4.727565406104612400e-01
2.103061607239759545e-01,8.280319888941860551e-01
6.276116174741456222e-01,4.809685270633387022e-01
8.820808166209151979e-01,8.435461671100759062e-01
