x,z
9.614134687303572679e-01,2.762602123254807296e+01
6.518534308200341076e-01,2.705298244749290504e+01
3.757431318351637239e-01,2.649817358292796143e+01
1.299704289484575614e-01,2.596038719977039122e+01
-8.857871879112264035e-02,2.543850788625119108e+01
-2.829523413577629265e-01,2.493153792706576866e+01
-4.560831804129110711e-01,2.443860656642644003e+01
-6.107549033585393250e-01,2.395896887090456673e+01
-7.495809452436215103e-01,2.349199857758575760e+01
-8.749934471947056203e-01,2.303717800414455041e+01
-9.892401049532997259e-01,2.259408708707826108e+01
-1.094387073637220986e+00,2.216239286502281658e+01
-1.192326381518304723e+00,2.174184018964640686e+01
-1.284786580248323595e+00,2.133224408127274785e+01
-1.373345599778164283e+00,2.093348390920034419e+01
-1.459444983904226056e+00,2.054549943341395135e+01
-1.544404858955704229e+00,2.016828866770380557e+01
-1.629439136227030849e+00,1.980190749313295129e+01
-1.715670571175092585e+00,1.944647094974471457e+01
-1.804145401915739244e+00,1.910215615217692431e+01
-1.895847368774953967e+00,1.876920680363149074e+01
-1.991710977942753535e+00,1.844793931713597601e+01
-2.092633917726361314e+00,1.813875058969916054e+01
-2.199488567279864970e+00,1.784212751143360620e+01
-2.313132556451911626e+00,1.755865832627328160e+01
-2.434418342654241840e+00,1.728904599205494108e+01
-2.564201767176399027e+00,1.703412371380727919e+01
-2.703349539562732051e+00,1.679487284294420846e+01
-2.852745574571085019e+00,1.657244334366109584e+01
-3.013296071529725229e+00,1.636817702188961832e+01
-3.185933179927875170e+00,1.618363368565243121e+01
-3.371617036815368174e+00,1.602062035027251952e+01
-3.571335889772370820e+00,1.588122350641681102e+01
-3.786103932384788262e+00,1.576784431852002655e+01
-4.016956375851730598e+00,1.568323639641890388e+01
-4.264941159332119369e+00,1.563054545945706053e+01
-4.531106562341077115e+00,1.561334975944188308e+01
-4.816483825648166572e+00,1.563569951009731795e+01
-5.122063715619551871e+00,1.570215274407172856e+01
-5.448765787193505794e+00,1.581780393892162628e+01
-5.797398924388527774e+00,1.598830037720311559e+01
-6.168611583815390986e+00,1.621983949979213691e+01
-6.562830066254191408e+00,1.651913846824871968e+01
-6.980183138561694811e+00,1.689336481278736812e+01
-7.420411486096197606e+00,1.735001453186795217e+01
-7.882760879923280228e+00,1.789672158271488556e+01
-8.365858703437773158e+00,1.854098080439868923e+01
-8.867574733352496352e+00,1.928976564832120388e+01
-9.384868959336667871e+00,2.014902367267533378e+01
-9.913631899787754165e+00,2.112303794372973442e+01
-1.044852643186468022e+01,2.221365290892201827e+01
-1.098284460392802764e+01,2.341938065110027622e+01
-1.150839805115761472e+01,2.473442897821670527e+01
-1.201546600508672924e+01,2.614772664097148791e+01
-1.249282957721549181e+01,2.764206091864399895e+01
-1.292792361798253964e+01,2.919348317886109712e+01
-1.330713615663040095e+01,3.077116867946986289e+01
-1.361627813303335266e+01,3.233792346996385447e+01
-1.384123103694465406e+01,3.385149743317477800e+01
-1.396875647080583782e+01,3.526677515000800867e+01
-1.398742094802068614e+01,3.653877317410155712e+01
-1.388855576387252988e+01,3.762619026361242192e+01
-1.366714291426682415e+01,3.849507579954346426e+01
-1.332250304208404579e+01,3.912205799923486893e+01
-1.285866871207868201e+01,3.949656428506160921e+01
-1.228436000380278337e+01,3.962160206801213036e+01
-1.161253607325643245e+01,3.951293233148206241e+01
-1.085956447144197767e+01,3.919679263655843471e+01
-1.004411286774556089e+01,3.870661326255311252e+01
-9.185909084474234376e+00,3.807933346403182640e+01
-8.304525172454622961e+00,3.735192480340041499e+01
-7.418319740839999454e+00,3.655858615925076549e+01
-6.543629086589787924e+00,3.572885561908385199e+01
-5.694245755907410000e+00,3.488666437609904136e+01
-4.881176198078414075e+00,3.405019364797122705e+01
-4.112635686458739670e+00,3.323231042052098161e+01
-3.394221393690908251e+00,3.244134430919600476e+01
-2.729201450883015134e+00,3.168200231999501071e+01
-2.118864574519278676e+00,3.095627445034019942e+01
-1.562886627030785291e+00,3.026424063447019108e+01
-1.059683443986124685e+00,2.960473701532432145e+01
-6.067309730413528168e-01,2.897587294159513860e+01
-2.008430772094287886e-01,2.837541023170133059e+01
1.615959733934436704e-01,2.780102606906153895e+01
4.844429700533603445e-01,2.725048375773472031e+01
7.716473544933426520e-01,2.672173434699341144e+01
1.027137911549379723e+00,2.621296891769554094e+01
1.254739230284241724e+00,2.572263745655417111e+01
1.458112793420471620e+00,2.524944649159020216e+01
1.640718021506273328e+00,2.479234439286349811e+01
1.805789178968816300e+00,2.435050058355515290e+01
1.956324649450387643e+00,2.392328284983751985e+01
2.095085655554886461e+00,2.351023541184371624e+01
2.224602008588139945e+00,2.311105932798793461e+01
2.347182918517645156e+00,2.272559605623869317e+01
2.464931273585142968e+00,2.235381450441352769e+01
2.579760117518857143e+00,2.199580159701242010e+01
2.693410316550811423e+00,2.165175621279265172e+01
2.807468625149429631e+00,2.132198626237660832e+01
2.923385534794093132e+00,2.100690864663622648e+01
3.042492429799388720e+00,2.070705184094920881e+01
3.166017682925224896e+00,2.042306087073653131e+01
3.295101405342251155e+00,2.015570446778276548e+01
3.430808623876175467e+00,1.990588421579261791e+01
3.574140696198154998e+00,1.967464550059342443e+01
3.726044794175951580e+00,1.946319006959392439e+01
3.887421289006597558e+00,1.927288997113071289e+01
4.059128860811755501e+00,1.910530258150221528e+01
4.241987131747069206e+00,1.896218632945808835e+01
4.436776587018298912e+00,1.884551658739406221e+01
4.644235504367512313e+00,1.875750100720363278e+01
4.865053561892591638e+00,1.870059332753618264e+01
5.099861739556970974e+00,1.867750435869705683e+01
5.349218075671733352e+00,1.869120845295586619e+01
5.613588791912582643e+00,1.874494328550706257e+01
5.893324267297375130e+00,1.884220020397582829e+01
6.188629334238920698e+00,1.898670176081772354e+01
6.499527403322559849e+00,1.918236234699631737e+01
6.825818017354007061e+00,1.943322714345623226e+01
7.167027613996938662e+00,1.974338397789339439e+01
7.522353569506568860e+00,2.011684224004421040e+01
7.890602037324750739e+00,2.055737294512574920e+01
8.270120720028012684e+00,2.106830458043168619e+01
8.658728553798830774e+00,2.165227082586474339e+01
9.053645363049126260e+00,2.231090895629422732e+01
9.451425858579955985e+00,2.304451207465436013e+01
9.847903866987156363e+00,2.385164459086542266e+01
1.023815429533047805e+01,2.472873867501987988e+01
1.061648187796430065e+01,2.566969955178786833e+01
1.097644695039856622e+01,2.666555870222340374e+01
1.131093897546575455e+01,2.770422480157621337e+01
1.161230785493861895e+01,2.877039021109399997e+01
1.187256071391383117e+01,2.984565297590561883e+01
1.208362744224717567e+01,3.090890715012568535e+01
1.223769164273668331e+01,3.193703496884375070e+01
1.232757500346389001e+01,3.290590172213319420e+01
1.234715328293298597e+01,3.379161001321021729e+01
1.229177250521779818e+01,3.457192025973069605e+01
1.215862656318027213e+01,3.522769860478454262e+01
1.194705435350661382e+01,3.574422388286069463e+01
1.165871757208708459e+01,3.611218296248646453e+01
1.129763011861593647e+01,3.632821459360923200e+01
1.087002591740180080e+01,3.639492335445927296e+01
1.038407146017554794e+01,3.632036576734732591e+01
9.849448932889206532e+00,3.611709200014460208e+01
9.276851539441254957e+00,3.580088972437052774e+01
8.677441527200700833e+00,3.538940790525042246e+01
8.062322068918627238e+00,3.490083334857668262e+01
7.442067154501936344e+00,3.435275756454917939e+01
6.826341217602003297e+00,3.376131867146156651e+01
6.223625418194915326e+00,3.314064727182439896e+01
5.641053288390267539e+00,3.250259838834951154e+01
5.084347004419035088e+00,3.185672026122076161e+01
4.557837960951348855e+00,3.121039623281434672e+01
4.064551661153668505e+00,3.056909527465744247e+01
3.606336550553165488e+00,2.993667527233046499e+01
3.184018329991292973e+00,2.931569623656472601e+01
2.797564474319515604e+00,2.870771442307516352e+01
2.446247323507719784e+00,2.811354056646038302e+01
2.128797618082943544e+00,2.753345496558449312e+01
1.843543384624571457e+00,2.696737880598693238e+01
1.588531499186529583e+00,2.641500520453713108e+01
1.361631059733093618e+00,2.587589557416036001e+01
1.160618951278988620e+00,2.534954762108009518e+01
9.832487902554418735e-01,2.483544111513164054e+01
8.273048932536430922e-01,2.433306690985692100e+01
6.906431248270257228e-01,2.384194381054979317e+01
5.712205177227916986e-01,2.336162697334296112e+01
4.671154871950846110e-01,2.289171066973121782e+01
3.765403233493809787e-01,2.243182751894161342e+01
2.978474730987515917e-01,2.198164569158599591e+01
2.295309375188249179e-01,2.154086511817725480e+01
1.702239250025655293e-01,2.110921338090806287e+01
1.186937242105611801e-01,2.068644170783283442e+01
7.383459832533173506e-02,2.027232130600623350e+01
3.465935603419531552e-02,1.986664014653732124e+01
2.901258491168207110e-04,1.946920023477762030e+01
-3.005125135672183367e-02,1.907981535064201495e+01
-5.705289219024183012e-02,1.869830921771582766e+01
-8.132236399176412389e-02,1.832451404804240269e+01
-1.033958293643173487e-01,1.795826940698896479e+01
-1.237467245722802534e-01,1.759942134559331706e+01
-1.427938985409203387e-01,1.724782175373897175e+01
-1.609091741905769313e-01,1.690332789472211417e+01
-1.784243210698208681e-01,1.656580208923307396e+01
-1.956374489628812663e-01,1.623511152389768597e+01
-2.128188474658417595e-01,1.591112816603137325e+01
-2.302163074533111753e-01,1.559372877206744867e+01
-2.480599677655606072e-01,1.528279498226712718e+01
-2.665667350873681674e-01,1.497821349890839215e+01
-2.859443275027782061e-01,1.467987634932717889e+01
-3.063949931300065099e-01,1.438768123910792163e+01
-3.281189550102823760e-01,1.410153200455902045e+01
-3.513176324038249088e-01,1.382133917753260910e+01
-3.761966871239754151e-01,1.354702067983040870e+01
-4.029689417433116594e-01,1.327850266905729448e+01
-4.318572146067160555e-01,1.301572056303070113e+01
-4.630971147137296073e-01,1.275862027593264614e+01
-4.969398377749032480e-01,1.250715970653092413e+01
-5.336550031591059673e-01,1.226131052725697401e+01
-5.735335700553805260e-01,1.202106033301010335e+01
-6.168908699702025933e-01,1.178641522061051639e+01
-6.640697916372471088e-01,1.155740288425597662e+01
-7.154441534708397832e-01,1.133407632962834199e+01
-7.714222977517273261e-01,1.111651833000792244e+01
-8.324509396604050648e-01,1.090484677253943602e+01
-8.990193028852909718e-01,1.069922107240988396e+01
-9.716635715836172693e-01,1.049984986801166720e+01
-1.050971685633096842e+00,1.030700025215014826e+01
-1.137588501946047437e+00,1.012100884409163015e+01
-1.232221338547843992e+00,9.942295065889870997e+00
-1.335645909386853347e+00,9.771377055155598512e+00
-1.448712645440034974e+00,9.608890726354820444e+00
-1.572353380288016744e+00,9.455612584724880421e+00
-1.707588354225679561e+00,9.312487001395819419e+00
-1.855533457887689863e+00,9.180658774850570580e+00
-2.017407591358510999e+00,9.061511930549134064e+00
-2.194539953988323688e+00,8.956715843139326338e+00
-2.388376998737661516e+00,8.868279896299595677e+00
-2.600488676547967337e+00,8.798618010499174247e+00
-2.832573453042366740e+00,8.750624447185018084e+00
-3.086461391883603245e+00,8.727762305471054916e+00
-3.364114354177807797e+00,8.734166013443832810e+00
-3.667622046807133884e+00,8.774758805592577815e+00
-3.999192247552436186e+00,8.855385562094758356e+00
-4.361133022628742140e+00,8.982960311357526706e+00
-4.755824113841552681e+00,9.165625952703560841e+00
-5.185673891777105027e+00,9.412921057590990515e+00
-5.653057340289149302e+00,9.735944588197524396e+00
-6.160229465569141638e+00,1.014750357991995600e+01
-6.709207352237183564e+00,1.066222075434605543e+01
-7.301612916387116847e+00,1.129656814886236305e+01
-7.938467417114726921e+00,1.206877880252982571e+01
-8.619928303598172192e+00,1.299857138014384539e+01
-9.344959505542286493e+00,1.410660328999568591e+01
-1.011092858612365575e+01,1.541354890985105897e+01
-1.091312933798495699e+01,1.693868615177139603e+01
-1.174423778668062646e+01,1.869787574766263560e+01
-1.259372472535554977e+01,2.070084710505812353e+01
-1.344727022213024981e+01,2.294778089023202128e+01
-1.428625551182155817e+01,2.542532222698441302e+01
-1.508744370501515242e+01,2.810238467203707557e+01
-1.582299744597153790e+01,3.092640911998562459e+01
-1.646100810874208875e+01,3.382107752809023538e+01
-1.696671003713050752e+01,3.668674021146998854e+01
-1.730450294089595076e+01,3.940482132716010000e+01
-1.744078651287416903e+01,4.184701506814095495e+01
-1.734741962479765220e+01,4.388904591242327768e+01
-1.700537947425268115e+01,4.542724326855969963e+01
-1.640798237376237623e+01,4.639463127475625726e+01
-1.556293668987977874e+01,4.677240803642114031e+01
-1.449261926312244597e+01,4.659328162475483737e+01
-1.323232001883112829e+01,4.593527241280651907e+01
-1.182669572070915009e+01,4.490754284145848629e+01
-1.032513251117058850e+01,4.363224618286931644e+01
-8.776954194389777086e+00,4.222717024577595879e+01
-7.227345346658316849e+00,4.079289150258858854e+01
-5.714545296419967002e+00,3.940602603978399543e+01
-4.268467261489639064e+00,3.811809795515993926e+01
-2.910563012648735626e+00,3.695831714063932338e+01
-1.654570994048696564e+00,3.593830017698059720e+01
-5.077537879568909673e-01,3.505716117671691023e+01
5.277025776737482854e-01,3.430602040308311729e+01
1.453349797192674542e+00,3.367153133750196048e+01
2.273320416765275187e+00,3.313839338044790139e+01
2.993398199468566556e+00,3.269100212251960613e+01
3.620312891076586936e+00,3.231444693878301422e+01
4.161231531101003078e+00,3.199505412685070738e+01
4.623409159961314963e+00,3.172063433508628805e+01
5.013961672914785339e+00,3.148054917757220394e+01
5.339727985417707323e+00,3.126567429111698715e+01
5.607194701695351391e+00,3.106830770588472745e+01
5.822462538793500286e+00,3.088205274355645358e+01
5.991239120397549911e+00,3.070169192122338231e+01
6.118847171352175707e+00,3.052306057947243900e+01
6.210240615251699126e+00,3.034292452651510885e+01
6.270023711061067928e+00,3.015886366194810719e+01
6.302470300663121527e+00,2.996916245069661855e+01
6.311541615348525092e+00,2.977270768972936565e+01
6.300902027255174787e+00,2.956889389125540646e+01
6.273932733881169455e+00,2.935753658947158939e+01
6.233743714051089846e+00,2.913879385646935916e+01
6.183184460422310735e+00,2.891309624331513461e+01
6.124854031934280130e+00,2.868108523926521514e+01
6.061110923616974233e+00,2.844356018020640064e+01
5.994083155508833194e+00,2.820143335913957117e+01
5.925678863515440042e+00,2.795569291926811673e+01
5.857597552180835443e+00,2.770737296206030464e+01
5.791342055761319330e+00,2.745753019028769870e+01
5.728231157816906283e+00,2.720722633480600905e+01
5.669412744813585370e+00,2.695751558348183607e+01
5.615877316892873949e+00,2.670943623678747159e+01
5.568471647735904639e+00,2.646400585022456653e+01
5.527912372633138283e+00,2.622221918079021208e+01
5.494799286018052342e+00,2.598504832504995221e+01
5.469628143144332988e+00,2.575344451269612023e+01
5.452802781725581305e+00,2.552834109565150555e+01
5.444646405038239934e+00,2.531065734415346569e+01
5.445411895553888826e+00,2.510130272454776801e+01
5.455291055530849142e+00,2.490118138670487369e+01
5.474422696640147024e+00,2.471119663103844388e+01
5.502899523635712775e+00,2.453225515583584482e+01
5.540773776772955905e+00,2.436527090534612938e+01
5.588061613992508114e+00,2.421116834853559396e+01
5.644746226994468152e+00,2.407088501858467566e+01
5.710779695665648248e+00,2.394537313519836630e+01
5.786083593522775459e+00,2.383560011690736502e+01
5.870548363692963179e+00,2.374254777017279139e+01
5.964031491391337703e+00,2.366720991790817763e+01
6.066354505900511285e+00,2.361058820393576951e+01
6.177298853817467794e+00,2.357368578425867156e+01
6.296600696984965495e+00,2.355749859377293376e+01
6.423944704281756124e+00,2.356300386178037343e+01
6.558956927529720815e+00,2.359114554583617007e+01
6.701196879361162040e+00,2.364281636643498175e+01
6.850148966028223541e+00,2.371883616110064352e+01
7.005213471650596269e+00,2.381992634273208509e+01
7.165697342732913810e+00,2.394668035128024286e+01
7.330805082820910812e+00,2.409953013777245445e+01
7.499630135992573443e+00,2.427870892242996703e+01
7.671147212523939274e+00,2.448421072934744558e+01
7.844206087211007095e+00,2.471574752073845715e+01
8.017527475533361425e+00,2.497270513064227870e+01
8.189701658342807278e+00,2.525409962036398070e+01
8.359190573359297716e+00,2.555853612532145647e+01
8.524334110958379895e+00,2.588417270350736388e+01
8.683361330654614463e+00,2.622869208513245098e+01
8.834407240869692757e+00,2.658928450500839702e+01
8.975535646283102409e+00,2.696264490855119789e+01
9.104768355043928452e+00,2.734498769017201170e+01
9.220120747795931493e+00,2.773208168587936839e+01
9.319643344340857283e+00,2.811930735392898839e+01
9.401468573724782729e+00,2.850173692295028260e+01
9.463861482545160797e+00,2.887423679506843044e+01
9.505272638908177640e+00,2.923158974554024070e+01
9.524391050657245117e+00,2.956863260163898133e+01
9.520194568164363602e+00,2.988040330443465464e+01
9.491995037382222833e+00,3.016228978252533111e+01
9.439475455093116807e+00,3.041017212332635467e+01
9.362716587933316958e+00,3.062054930528131180e+01
9.262210960105312196e+00,3.079064236735071347e+01
9.138862774300401171e+00,3.091846734685151432e+01
8.993973159653315008e+00,3.100287349742132292e+01
8.829211067248955658e+00,3.104354497575722505e+01
8.646571068211780897e+00,3.104096704686025987e+01
8.448320157017819909e+00,3.099636055900179343e+01
8.236936337300216238e+00,3.091159066407772826e+01
8.015042204286222827e+00,3.078905726831787248e+01
7.785336902626182720e+00,3.063157536958105709e+01
7.550529730228721093e+00,3.044225327463664144e+01
7.313278309055513127e+00,3.022437581030385445e+01
7.076133708522236887e+00,2.998129824403583044e+01
6.841494256373882088e+00,2.971635494809434519e+01
6.611569078962066470e+00,2.943278510766655742e+01
6.388351744289890277e+00,2.913367617959141143e+01
6.173603789638045569e+00,2.882192448901902182e+01
5.968847436054261379e+00,2.850021137670924176e+01
5.775366441434851339e+00,2.817099269245804294e+01
5.594213823394166063e+00,2.783649913883637694e+01
5.426225081438768250e+00,2.749874494483604437e+01
5.272035546052729060e+00,2.715954251986296342e+01
5.132100557230243609e+00,2.682052103393327513e+01
5.006717303342407277e+00,2.648314722783532815e+01
4.896047311483995301e+00,2.614874712851467820e+01
4.800138754447686118e+00,2.581852769542468806e+01
4.718947913018199714e+00,2.549359773169051024e+01
4.652359295142455053e+00,2.517498764917893794e+01
4.600204059073247365e+00,2.486366787657464883e+01
4.562276512145744256e+00,2.456056584736163728e+01
4.538348559085976675e+00,2.426658160632434047e+01
4.528182054000291501e+00,2.398260213626477366e+01
4.531539069902349226e+00,2.370951453859744973e+01
4.548190140911525070e+00,2.344821820912939359e+01
4.577920557536982571e+00,2.319963613930376312e+01
4.620534807257546284e+00,2.296472544781286373e+01
4.675859253352850686e+00,2.274448721079495073e+01
4.743743136902892843e+00,2.253997561265580529e+01
4.824057972115595838e+00,2.235230638472499720e+01
4.916695385532785068e+00,2.218266443548495204e+01
5.021563426910801375e+00,2.203231050342976260e+01
5.138581355277850093e+00,2.190258658080413312e+01
5.267672879416749332e+00,2.179491976254259811e+01
5.408757809456393062e+00,2.171082406890359806e+01
5.561742057193717947e+00,2.165189967240638680e+01
5.726505909302844088e+00,2.161982883064388972e+01
5.902890492198035410e+00,2.161636768894974026e+01
